projectId,formId,activityStatus,featureType,lastChecked,lastNumberRecordsMills,lastNumberRecordsMachines
3,Nationwide School Mapping V3,1,point,"time.struct_time(tm_year=2023, tm_mon=2, tm_mday=19, tm_hour=13, tm_min=3, tm_sec=48, tm_wday=6, tm_yday=50, tm_isdst=0)",4915,1
